"eventenglishtitle","eventarabictitle","eventarabicorganizername","eventenglishorganizername","eventstartingdate","eventendingdate","introductiondate","locationinarabic","locationinenglish","eventlogo","eventcategory","maplocationlongitude","maplocationlatitude","createddate","typeofevent"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","مؤتمر"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","إجتماعي"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","معرض"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","الأسرة والأطفال"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","مهرجان"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","احداث تجارية"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","حملات توعية"
"FARMERS SOUQ 2023","سوق المزارعين 2023","فريق نبض الإمارات التطوعي برئاسة فخرية من الشيخة فاطمة بنت حشر بن دلموك وبالتعاون مع إدارة التسويق المؤسسي ببلدية دبي","Nabdhalemarat Volunteer Team, headed by Sheikha Fatima bint Hasher bin Dalmouk, is pleased to be honored by Sheikha Fatima bint Hasher bin Dalmouk In cooperation with the Department of Corporate Marke","01/17/2023 00:00:00","03/25/2023 00:00:00","01/16/2023 00:00:00","حديقة النخيل – دبي","Al Nakheel Park - Dubai","/StagingImages/EventsImages/1673844367386.jpeg","","55.5183222","25.1628437","01/16/2023 00:00:00","الصحة والبيئة"
" Esefni Program Refresh Course 2023"," برنامج أسعفني الدورة التدريبية الإنعاشية 2023","منال آل علي","Manal Al Ali","01/18/2023 00:00:00","12/31/2023 00:00:00","01/18/2023 00:00:00","مؤسسة دبي لخدمات الإسعاف","Dubai Corporation For Umbulance Services","/StagingImages/EventsImages/1673933767502.png","","56.1285858","24.8126387","01/17/2023 00:00:00","إجتماعي"
"Esefni Program First Responder Emergency course – Level 3 2023","برنامج أسعفني  دورة المستجيب الطوارئ الأول- المستوى الثالث 2023","منال آل علي","Manal Al Ali","01/27/2023 00:00:00","12/31/2023 00:00:00","01/18/2023 00:00:00","مؤسسة دبي لخدمات الإسعاف"," Dubai Corporation For Ambulance Services","/StagingImages/EventsImages/1673950330045.png","","56.1285858","24.8126387","01/17/2023 00:00:00","إجتماعي"
"28.01.2023 Distribution of Goodie distribution in Labour Camp -Courtesy Forever 52","28.01.2023 توزيع المواد الغذائية في سكن العمال -كورتيسي فورايور  52","راكيش كول ، تارا شاه ، تانفير خان ولوكيش ميشرا","Rakesh Kaul  , Tara Shah , Tanveer Khan  & Lokesh Mishra","01/28/2023 00:00:00","01/28/2023 00:00:00","01/28/2023 00:00:00"," محيصنة 2","Muhaisanah 2","/StagingImages/EventsImages/1674083065220.jpeg","","55.31199873046873","25.301679649223118","01/18/2023 00:00:00","إجتماعي"
"28.01.2023 Distribution of Goodie distribution in Labour Camp -Courtesy Forever 52","28.01.2023 توزيع المواد الغذائية في سكن العمال -كورتيسي فورايور  52","راكيش كول ، تارا شاه ، تانفير خان ولوكيش ميشرا","Rakesh Kaul  , Tara Shah , Tanveer Khan  & Lokesh Mishra","01/28/2023 00:00:00","01/28/2023 00:00:00","01/28/2023 00:00:00"," محيصنة 2","Muhaisanah 2","/StagingImages/EventsImages/1674083065220.jpeg","","55.31199873046873","25.301679649223118","01/18/2023 00:00:00","الاعمال الخيرية"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","آخر"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","إجتماعي"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","أشخاص ذوي الإعاقة"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","الشركات والأحداث"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","الاعمال الخيرية"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","الفنون والثقافة"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","مؤتمر"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","إجتماعي"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","معرض"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","الأسرة والأطفال"
"INTERNATIONAL FASHION IDOL OF UAE 2023","أزياء آيدول الإمارات العالمية  2023","برعاية الشيخة مهرة بنت محمد بن  راشد يسر فريق نبض الإمارات التطوعي","Nabdhalemarat Volunteer Team","01/21/2023 00:00:00","01/22/2023 00:00:00","01/21/2023 00:00:00","سوق المرفأ – جزيرة نخلة ديرة","SOUQ AL MARFA - Palm Deira Island","/StagingImages/EventsImages/1674039256126.jpeg","","55.31143749999999","25.2913125","01/19/2023 00:00:00","مهرجان"
